Year,Statistic,Name,Team,#
1900,Complete Games,Pink Hawley,New York,34
1900,ERA,Rube Waddell,Pittsburgh,2.37
1900,Games,Bill Carrick,New York,45
1900,Saves,Frank Kitson,Brooklyn,4
1900,Shutouts,Clark Griffith,Chicago,4
1900,Strikeouts,Noodles Hahn,Cincinnati,132
1900,Winning Percentage,Joe McGinnity,Brooklyn,.778
1900,Wins,Joe McGinnity,Brooklyn,28
1900,Statistic,Name(s),Team(s),#
