Year,Statistic,Name,Team,#
2011,Complete Games,Roy Halladay,Philadelphia,8
2011,ERA,Clayton Kershaw,Los Angeles,2.28
2011,Games,Jonny Venters,Atlanta,85
2011,Saves,John Axford,Milwaukee,46
2011,Shutouts,Cliff Lee,Philadelphia,6
2011,Strikeouts,Clayton Kershaw,Los Angeles,248
2011,Winning Percentage,Ian Kennedy,Arizona,.840
2011,Wins,Ian Kennedy,Arizona,21
2011,Statistic,Name,Team,#
