Date,Description,Year
July 10,"th, the Milwaukee Brewers and Chicago White Sox played the longest nine-inning game in American League history at four hours and eleven minutes. Milwaukee prevailed 12-9 thanks to the arm of Jim Slaton.",1983
April 5,"th, the San Diego Padres and San Francisco Giants went head-to-head at Candlestick Park in a 16-13 slugfest that set a new record for the highest scoring Opening Day game in over fifty years.",1983
April 16,", Steve Garvey of the Padres played in his 1,118th consecutive Major League game breaking the National League record once held by Billy Williams. On July 29, 1983, the streak came to end when Garvey injured his thumb in game one of a double header versus the Padres and was unable to participate in the second game.",1983
