Date,Description,Year
March 29,"th in St. Petersburg Florida, the New York Yankees and rival Boston Red Sox went head-to-head for seventeen grueling innings only to have the contest called at a 2-2 tie after four hours and two minutes of play. It was the longest Spring Training game in Major League history.",1948
August 16,"th, baseball lost its greatest player after Babe Ruth succumbed to throat cancer at the age of fifty-three. Fittingly, his last public appearance had come three weeks earlier at the premier of a movie about his amazing life titled ""The Babe Ruth Story"". As an unprecedented tribute, his body lay in state at Yankee Stadium, also known as ""The House That Ruth Built"", and was viewed by more than 100,000 fans that lined up for miles just to pay their respects.",1948
