Year,Statistic,Name,Team,#
1903,Complete Games,Joe McGinnity,New York,44
1903,ERA,Sam Leever,Pittsburgh,2.06
1903,Games,Joe McGinnity,New York,55
1903,Saves,Carl Lundgren,Chicago,3
1903,Shutouts,Sam Leever,Pittsburgh,7
1903,Strikeouts,Christy Mathewson,New York,267
1903,Winning Percentage,Sam Leever,Pittsburgh,.781
1903,Wins,Joe McGinnity,New York,31
1903,Statistic,Name(s),Team(s),#
