Year,Statistic,Name,Team,#
1891,Complete Games,Bill Hutchison,Chicago,56
1891,ERA,John Ewing,New York,2.27
1891,Games,Bill Hutchison,Chicago,66
1891,Saves,John Clarkson,Boston,3
1891,Shutouts,Amos Rusie,New York,6
1891,Strikeouts,Amos Rusie,New York,337
1891,Winning Percentage,John Ewing,New York,.724
1891,Wins,Bill Hutchison,Chicago,44
1891,Statistic,Name(s),Team(s),#
