Year,Statistic,Name,Team,#
1965,Complete Games,Sandy Koufax,Los Angeles,27
1965,ERA,Sandy Koufax,Los Angeles,2.04
1965,Games,Ted Abernathy,Chicago,84
1965,Saves,Ted Abernathy,Chicago,31
1965,Shutouts,Juan Marichal,San Francisco,10
1965,Strikeouts,Sandy Koufax,Los Angeles,382
1965,Winning Percentage,Sandy Koufax,Los Angeles,.765
1965,Wins,Sandy Koufax,Los Angeles,26
1965,Statistic,Name(s),Team(s),#
