Date,Description,Year
May 1,"st, White Sox shortstop Bill Barrett stole home twice (first and ninth innings) tying the Major League mark for home-plate thievery. Chicago went on to beat the Cleveland Indians 13-7.",1924
April 15,"th, Rogers Hornsby of the St. Louis Cardinals went two-for-five on Opening Day (against Vic Aldridge of the Chicago Cubs) giving him a .400 batting average with one game under his belt. Later in the season, his .424 batting average would mark the highest Major League batting average of the twentieth century and from Opening Day forward his average never dipped at or below the .400 mark again.",1924
July 11,"th, Chicago Cubs first baseman Lee Cotter equaled a Major League record with twenty-one putouts and one assist during a 9-1 loss against the Brooklyn Dodgers.",1924
December 10,"th, both leagues agreed to a permanent rotation system for World Series play with the first two games at one league's park, next three at the other leagues park, last two (if needed) back at the first league's park, and all future openers to alternate between leagues. The National League was granted the inaugural advantage in 1925.",1924
July 16,", George Kelly of the New York Giants hit a home run and became the first player to hit long balls in six consecutive games.",1924
