Year,Statistic,Name,Team,#
1973,Base on Balls,Darrell Evans,Atlanta,124
1973,Batting Average,Pete Rose,Cincinnati,.338
1973,Doubles,Willie Stargell,Pittsburgh,43
1973,Hits,Pete Rose,Cincinnati,230
1973,Home Runs,Willie Stargell,Pittsburgh,44
1973,On Base Percentage,Ken Singleton,Montreal,.429
1973,RBI,Willie Stargell,Pittsburgh,119
1973,Runs,Bobby Bonds,San Francisco,131
1973,Slugging Average,Willie Stargell,Pittsburgh,.646
1973,Stolen Bases,Lou Brock,St. Louis,70
1973,Total Bases,Bobby Bonds,San Francisco,341
1973,Triples,Roger Metzger,Houston,14
1973,Statistic,Name(s),Team(s),#
