Year,Statistic,Name,Team,#
1902,Complete Games,Vic Willis,Boston,45
1902,ERA,Jack Taylor,Chicago,1.33
1902,Games,Vic Willis,Boston,51
1902,Saves,Vic Willis,Boston,3
1902,Shutouts,Jack Chesbro,Pittsburgh,8
1902,Strikeouts,Vic Willis,Boston,225
1902,Winning Percentage,Jack Chesbro,Pittsburgh,.824
1902,Wins,Jack Chesbro,Pittsburgh,28
1902,Statistic,Name(s),Team(s),#
