Date,Description,Year
July 8,"th, an order was issued that allowed fans to keep any balls hit into the stands at Pittsburgh's Forbes Field. Up until that point, all foul and homerun balls were still considered property of the league and were expected to be returned.",1921
August 2,"nd, a Chicago jury rendered a ""not guilty"" verdict against the infamous ""Black Sox"" who had been accused of throwing the 1919 World Series in favor of the Cincinnati Reds. Ignoring the verdict, Judge Landis banned all eight defendants from major league baseball for life. ""Regardless of the verdict of juries,"" the commissioner said in a statement, ""no player that throws a ball game, no player that entertains proposals or promises to throw a game, no player that sits in a conference with a bunch of crooked players and gamblers where the ways and means of throwing games are discussed, and does not promptly tell his club about it, will ever again play professional baseball."" To this day participants in the ""Black Sox"" conspiracy have been denied entry into the Baseball Hall of Fame.",1921
August 5,", Harold Arlin called play-by-play in a Pirates versus Phillies game on KDKA radio - the first Major League broadcast. However, did you know that Arlin's grandson was a future big leaguer named Steve Arlin?",1921
