Date,Description,Year
June 28,"th, the last place Washington Nationals stole a Major League record thirteen bases off of injured New York Yankees catcher Branch Rickey. An injury to starter Red Kleinow forced Rickey into premature service and he was unable to throw accurately to his baseman.",1907
May 8,"th, Philadelphia Phillies rookie George McQuillan made his Major League debut in relief of starter Tully Sparks and McQuillan did not allow any runs to score during his brief debut. On September 22nd, he tossed a six-inning, 2-0 win over the St. Louis Cardinals in his first start. The relief and end of season appearance started a record string of twenty-five consecutive shutout innings at the beginning of his Major League career. McQuillan went on to finish the season 4-0 (with three shut outs), and went on to win twenty-three games the following season.",1907
August 11,", Ed Karger of St. Louis started the second end of a doubleheader versus Boston. The game was pre-set at seven innings and Karger became the first pitcher to hurl a perfect game that was less than the common nine-inning variation.",1907
