Year,Statistic,Name,Team,#
1934,Complete Games,Carl Hubbell,New York,25
1934,ERA,Carl Hubbell,New York,2.30
1934,Games,Curt Davis,Philadelphia,51
1934,Saves,Carl Hubbell,New York,7
1934,Shutouts,Dizzy Dean,St. Louis,7
1934,Strikeouts,Dizzy Dean,St. Louis,195
1934,Winning Percentage,Dizzy Dean,St. Louis,.811
1934,Wins,Dizzy Dean,St. Louis,30
1934,Statistic,Name(s),Team(s),#
