Date,Description,Year
March 1,"st, ""The Commerce Comet"" also known as Mickey Mantle announced his retirement after eighteen years in professional baseball. During his Hall of Fame tenure with the New York Yankees, ""The Mick"" batted .298, hit five-hundred thirty-six home runs and appeared in an amazing sixty-five World Series games in which he tallied a record eighteen home runs and forty RBIs.",1969
May 13,"th, Ernie Banks, of the Chicago Cubs, hit seven RBIs (including his one-thousand five-hundredth) with two, three-run home runs and a double during a 19-0 massacre over the San Diego Padres. The blowout tied the mark for the largest shutout margin in the history of the modern National League.",1969
April 17,", Bill Stoneman was pitching for the inaugural Montreal Expos and tossed the franchises first no-hit game. Stoneman struck out 8 Phillies, walked 5, and won 7-0 at Connie Mack Stadium.",1969
September 22,", rookie pitcher Mike Corkins asked his manager Preston Gomez, ""Why'd it have to be me?"" Gomez replied, ""Son, there've been 599 before you."" The item in question was none other than the 600th career home run hit by slugger extraordinaire Willie Mays.",1969
