Date,Description,Year
November 18,"th, nine-hundred twelve followers of American cult leader Jim Jones and his ""Peoples Temple"" died in a remote South American jungle compound called ""Jonestown"". Some members were shot, others were forced to drink poison, but most willingly participated in what Jones said was an act of ""revolutionary suicide."" More than two-hundred eighty children were killed and Jones himself was found fatally wounded by a gunshot to the head.",1978
June 4,"th, the Baltimore Orioles selected a young eighteen-year old from Aberdeen Maryland named Cal Ripken, Jr. The high school senior played both pitcher and outfielder while hitting .492 and posting a 7-2 record on the mound with an astounding 0.70 ERA.",1978
May 20,"th, Pittsburgh Pirate captain Willie Stargell launched a 535-foot rocket off the Montreal Expos' Wayne Twitchell for his four-hundred seventh career home run at Olympic Stadium. It was the longest ball ever hit in the ballpark and put ""Pops"" on the all-time homer list beside Duke Snider.",1978
June 30,"th, during the first game of a 10-9, 10-5 doubleheader loss to the Atlanta Braves, San Francisco Giants slugger Willie McCovey hit his five-hundredth career home run off Jamie Easterly to become the twelfth member of the ""500-HR"" club.",1978
May 5,", Pete Rose, the all-time hit king, singled to left field off Steve Rogers of the Montreal Expos and became the 13th member of the 3,000 Hits Club.",1978
