Year,Statistic,Name,Team,#
1879,Complete Games,Will White,Cincinnati,75
1879,ERA,Tommy Bond,Boston,1.96
1879,Games,Will White,Cincinnati,76
1879,Saves,Bobby Mathews,Providence,2
1879,Shutouts,Tommy Bond,Boston,11
1879,Strikeouts,John Ward,Providence,239
1879,Winning Percentage,John Ward,Providence,.712
1879,Wins,John Ward,Providence,47
1879,Statistic,Name(s),Team(s),#
