Date,Description,Year
April 29,"th, Red Sox ace Roger Clemens struck out twenty Seattle Mariners setting a Major League record for most strikeouts in a single game.",1986
May 31,"st, a young rookie outfielder for the Pittsburgh Pirates named Barry Bonds tapped a double off the Los Angeles Dodgers' Rick Honeycutt for his first official Major League hit.",1986
June 7,", the Pittsburgh Pirates selectedJeff King as the overall first round first draft pick.",1986
July 6,", Bob Horner completed a fabulously rare feat when he hits four home runs in one game.",1986
September 25,", Mike Scott pitched a 2-0 no hitter for the Houston Astros to clench the National League West title.",1986
