Year,Statistic,Name,Team,#
1879,Base on Balls,Charley Jones,Boston,29
1879,Batting Average,Paul Hines,Providence,.357
1879,Doubles,Charlie Eden,Cleveland,31
1879,Hits,Paul Hines,Providence,146
1879,Home Runs,Charley Jones,Boston,9
1879,On Base Percentage,Jim O'Rourke,Providence,.371
1879,RBI,Charley Jones,Boston,62
1879,Runs,Charley Jones,Boston,85
1879,Slugging Average,Jim O'Rourke,Boston,.521
1879,Total Bases,Paul Hines,Providence,197
1879,Triples,Buttercup Dickerson,Cincinnati,14
1879,Statistic,Name(s),Team(s),#
