Date,Description,Year
October 18,"th, Reggie Jackson officially became ""Mr. October"" after hitting three consecutive homeruns and five RBIs during Game 6 of the World Series. The New York Yankees followed his lead and went on to beat the Los Angeles Dodgers for their first World Championship title since 1962. Jackson finished the Series with five home runs, eight runs batted in and a .450 average.",1977
August 29,", Lou Brock stole second base off Dave Freisleben during the first inning. During the seventh inning Brock successfully stole another base off Freislenben allowing him to tie and break Ty Cobb's all-time stolen base record during the same game.",1977
