Date,Description,Year
January 5,"th, the New York Yankees officially announced the purchase of Babe Ruth from the Boston Red Sox. The disgruntled pitcher had been unable to reach a contract agreement and was eventually sold to Colonel Jacob Ruppert for $100,000 (plus a loan collateralized by Fenway Park). Later, his .376 batting average, fifty-four home runs and one-hundred thirty-seven runs batted in would generate an attendance of 1,289,422 fans in his first year and lead to the construction of Yankee Stadium.",1920
December 15,"th, the National League revealed a startling statistic by reporting the use of 27,924 baseballs during the season, which represented an increase of 10,248 over 1919.",1920
May 1,", Leon Cadore, of the Brooklyn Robins, and Joe Oeschger, Boston Braves, pitched a 26 inning 1-1 tie game setting a Major League record for longest game ever played.",1920
