Date,Description,Year
May 11,"th, the St. Louis Cardinals set a National League record by using ten pinch hitters during a regulation double-header. Despite walking fourteen batters in game one, The ""Redbirds"" managed to top the Chicago Cubs 8-7 and followed in game two with another 6-5 win. Despite the lengthy line-up, Stan Musial remained the Cardinals biggest threat at the plate and posted a home run and four singles to come within two hits of three-thousand. Amazingly, the Cards would tie their own record two months later against the Pittsburgh Pirates on July 13th.",1958
September 13,", Warren Spahn of the Milwaukee Braves won his 20th game of the season - the 9th time he joined the 20 Wins Club during his career and a new Major League benchmark for left-handed pitchers.",1958
