Date,Description,Year
May 9,"th, Harold Baines hit a 420-foot homerun in the twenty-fifth inning to give the White Sox a 7-6 victory over the visiting Milwaukee Brewers. The eight hour and six minute marathon set an all-time record for the most innings ever played in an American League game as well as the longest game ever in the Major Leagues.",1984
April 13,", Pete Rose became the second player in major league history to record four-thousand career hits. Do you remember which pitcher gave up this significant hit? Do you know what kind of hit it was?",1984
September 12,", Dwight Gooden of New York struck out sixteen Pittsburgh batters bringing his rookie season total to two-hundred forty-seven - passing the American League and previous major league leading Herb Score strikeout record of two-hundred forty-five.",1984
