Date,Description,Year
July 29,"th, Mickey Mantle hit his four-hundred ninety-fourth homerun off of Chicago White Sox ace Bruce Howard moving himself ahead of fellow Yankee Lou Gehrig for sixth place on the all-time list. Teammate Al Downing sweetened the deal with a clutch 2-1 performance on the mound.",1966
October 2,"nd, Sandy Koufax tallied his last Major League victory with a 6-3 win over the Philadelphia Phillies for the National League pennant. The Los Angeles Dodgers ace completed his twelve-year career with an amazing 165-87 record with a 2.76 ERA, forty shutouts and two-thousand three-hundred ninety-six strikeouts. Koufax also held the National League single-season strikeout record with three-hundred eighty-two K's (1965) and compiled an astounding 0.95 ERA in seven World Series starts.",1966
April 12,", baseball made its debut in Atlanta, Georgia when the Milwaukee Braves moved their ""home"" to Fulton County Stadium. Nearly a quarter-million fans watch the pre-game parade and 50,671 fans attended the inaugural game where the Pirates won 3-2 on a 13th inning Willie Stargell home run.",1966
April 24,", Willie Mays tied Mel Ott for the National League record for career home runs when he hit his 511th long ball. On May 4, 1966, Claude Osteen of the Dodgers served up the record breaker and Mays stood at the top of the senior circuit.",1966
October 2,", one of the most dominant pitchers of the era recorded his final victory. Sandy Koufax won his 27th of the season and captured the Dodgers second consecutive pennant before hanging up his spikes at the top of his career. Asked why he chose to leave the game at this moment he replied, ""I've got a lot of years to live after baseball and I would like to live them with the complete use of my body.""",1966
