Date,Description,Year
August 16,"th, Bill Hawk of the Baltimore Orioles became the first pitcher ever to toss a no-hitter (over the Washington Senators) from the new sixty foot-six inch mound distance.",1893
June 14,", George Davis of the Giants became the first player to hit a triple and a home run during the same inning.",1893
August 7,", future hall of famer and thirteen year veteran Roger Connor, who was a left handed hitter, switched to the other side of the plate for the first time in his Major League career and hit two home runs and a single.",1893
