Date,Description,Year
March 30,", President Ronald Reagan was shot and seriously wounded by lone gunman John Hinckley Jr., who claimed his motive was to impress actress Jodie Foster. While President Reagan made a full recovery, his press secretary, Jim Brady, suffered a gunshot wound to the head, leaving him partially paralyzed for the rest of his life. Brady remained a powerful advocate for gun control until his passing in 2014 at the age of 73. Hinckley was initially committed to a mental institution and later released from all court restrictions in 2022.",1981
January 14,", Frank Robinson became the first black manager in Major League history with the San Francisco Giants named him as their new manager.",1981
April 29,", Phillies' ace Steve Carlton became the first left-handed pitcher to join the elite 3,000 Strikeouts Club when he fanned Tim Wallach of Montreal during the 1st inning.",1981
