Year,Statistic,Name,Team,#
1904,Complete Games,Jack Taylor,St. Louis,39
1904,ERA,Joe McGinnity,New York,1.61
1904,Games,Joe McGinnity,New York,51
1904,Saves,Joe McGinnity,New York,5
1904,Shutouts,Joe McGinnity,New York,9
1904,Strikeouts,Christy Mathewson,New York,212
1904,Winning Percentage,Joe McGinnity,New York,.814
1904,Wins,Joe McGinnity,New York,35
1904,Statistic,Name(s),Team(s),#
