Date,Description,Year
May 23,"rd, five hours after the midnight deadline passed, the players and owners averted a strike by announcing a new four-year basic agreement. The new deal raised the minimum player's salary from $21,000 to $30,000 and increased the clubs' contributions to the players' pension fund.",1980
August 20,"th, Pittsburgh Pirate centerfielder Omar Moreno stole his seventieth base of the season off the Houston Astros, becoming the first player in the 20th century with three consecutive seventy-steal seasons. Moreno swiped seventy-one in 1978, seventy-seven in 1979, and finished 1980 with a career-high ninety-six.",1980
April 9,", George Foster of the Cincinnati Reds became the first Major League player to be credited with the newly formed game winning RBI statistic when he hit a two run homer off Phil Niekro of the Atlanta Braves.",1980
May 3,", legendary slugger Willie McCovey hit the final home run of his career. The blast was McCovey's 521st and the victim was Scott Sanderson of the Montreal Expos.",1980
July 4,", Nolan Ryan struck out Cesar Geronimo during the second inning to become only the fourth member of the 3,000 Strikeouts Club. TRIVIA ALERT: Why did Geronimo once say, ""I was just in the right place at the right time.""? Because he was also Bob Gibson's 3,000th strikeout victim in 1974.",1980
