Date,Description,Year
September 8,"th, a huge hurricane slammed into the coast of Galveston, Texas killing an estimated 6,000-8,000 people. Although storm-warning signals were posted along Louisiana and north Texas coast from the 4th to the 6th, no one in the Weather Bureau office associated these conditions to the approach of the storm, which had raked the Florida Keys. Since Galveston was a town on an island that amounted to little more than an unprotected sandbar, the city was completely devastated. The ""Galveston Hurricane"" tragedy is still considered the worst in U.S. history and was responsible for more American deaths than the legendary Johnstown Flood, the San Francisco Earthquake, the 1938 New England Hurricane and the Great Chicago Fire combined.",1900
July 7,"th, Boston Braves hurler Kid Nichols tossed his three-hundredth career victory, beating the Chicago Colts (Cubs) 11-4. The pinnacle victory came two months before his thirty-first birthday, making him the youngest pitcher ever to reach win number three-hundred.",1900
July 17,", Christy Mathewson made his Major League debut in relief of Ed Doheny. Did you know that ""Big Six"" gave up six runs, hit three batters, walked two and received the loss during his first game?",1900
