Date,Description,Year
May 2,"nd, twenty-five Giants and twenty-three Cubs participated in a seventeen-inning marathon setting a Major League record for the most player appearances in a single game. New York eventually prevailed over Chicago 6-5 as both teams combined to intentionally walk eleven batters (another Major League record) with the home team ""Cubbies"" contributing seven.",1956
May 12,", Jackie Robinson made headlines when he shoved a newspaper, which he had in his pocket during the entire game, in the face of scout Tom Sheehan after a game against the Giants. The article which upset Robinson said that Dodger pitcher Carl Erskine ""was through""; however, on this particular date Erskine no-hit the Giants 3-0 at Ebbets Field.",1956
July 7,", The Sporting News, in concert with 260 Major League players and journalists, held a poll and named Stan Musial the recipient of the Player of the Decade Award! Finishing second was Joe DiMaggio and third was Ted Williams.",1956
