Date,Description,Year
June 1,"st, Americans awoke to the news that Johnstown, Pennsylvania had been devastated by the worst flood in U.S. history. Over 2,200 were dead, with many more homeless. Johnstown was a steel company town with a population of 30,000. It had grown quickly into an industrious community known for the quality of its steel. After a night of heavy rains, the South Fork Dam that protected the city collapsed, sending twenty million tons of water crashing down the narrow valley. Filled with huge chunks of debris, the wall of floodwater grew at times to sixty feet high, tearing downhill at forty miles per hour, leveling everything in its path.",1889
October 29,"th, the New York Giants defeated the Brooklyn Trolley-Dodgers in an early nine game version of the ""Subway Series"" world championship.",1889
