Date,Description,Year
May 16,"th, the New York Yankees recorded their fourth straight shutout to equal the American League record set by both Cleveland and Boston in 1903 and 1906. The Pinstripes ""perfect rotation"" included Johnny Allen, George Pipgras, Red Ruffing, and Lefty Gomez who combined for an 8-0 triumph over the Indians.",1932
May 30,"th, a commemorative plaque in memory of former Yankee manager Miller Huggins was dedicated at Yankee Stadium initiating an array of tributes that would later evolve into ""Monument Park"".",1932
June 22,", the National League finally approved the wearing of uniform numbers &mdsah; a practice started during the 1929 American League season.",1932
