Year,Statistic,Name,Team,#
1916,Complete Games,Grover Alexander,Philadelphia,38
1916,ERA,Grover Alexander,Philadelphia,1.55
1916,Games,Lee Meadows,St. Louis,51
1916,Saves,Red Ames,St. Louis,8
1916,Shutouts,Grover Alexander,Philadelphia,16
1916,Strikeouts,Grover Alexander,Philadelphia,167
1916,Winning Percentage,Tom Hughes,Boston,.842
1916,Wins,Grover Alexander,Philadelphia,33
1916,Statistic,Name(s),Team(s),#
