Date,Description,Year
September 8,"th, St. Louis Cardinal Mark McGwire topped Roger Maris' single-season home run mark by slugging his sixty-second of the year off the Chicago Cubs' Steve Trachsel. Fittingly, Sammy Sosa, McGwire's closest running mate in the race to break sixty-one, was in attendance on the field.",1998
March 31,", the Diamondbacks played their first game ever and lost to the Rockies 7-2 at Bank One Ballpark.",1998
August 23,", Barry Bonds hit home run number four-hundred and became the first player in Major League history with at least four-hundred home runs and four-hundred stolen bases.",1998
September 27,", Mark McGwire hit the historic, legendary, and memorable number seventy.",1998
