Date,Description,Year
June 18,"th, Amelia Earhart became the first woman to fly across the Atlantic Ocean during a historic flight that lasted twenty-four hours and forty-nine minutes. The first woman to obtain pilot's certification from the National Aeronautic Association, Earhart flew as a passenger aboard a Fokker F.VIIb-3m flown by Wilmer Stultz and Slim Gordon. She later made the first solo flight by a woman from Hawaii to California in 1935, but her plane was later lost somewhere in the Pacific in 1937 as she was attempting to circumnavigate the globe. The exact circumstances of her (presumed) crash are still unknown today.",1928
May 1,"st, the Cleveland Indians outfield tied a Major League record with five assists in a game against the St. Louis Browns. Rookie Sam Langford also tied another Major League mark after posting four of them himself. It was the tenth time (once in extra innings) that the record was equaled in the major leagues, and the last time the century. Although the ""Tribe"" was out-hit 12-10, they managed to hold on for the 4-3 victory.",1928
September 18,"th, the Boston Braves and Chicago Cubs combined to set a National League record with eight double plays between them.",1928
December 11,"th, National League President John Heydler first proposed (see newspaper story at bottom of page) the concept of a designated hitter (also known as the tenth regular). Heydler contended that the fans were tired of seeing weak hitting pitchers come up to bat and the incorporation of a designated hitter would improve the quality of play and speed up the game.",1928
September 4,"the Boston Braves played a doubleheader. On September 15, 1928 they played another doubleheader; however, between those two dates ALL their match-ups were a record setting nine consecutive doubleheaders.",1928
