Date,Description,Year
June 18,"th, Chicago's player / manager Cap Anson became the first Major League player to reach three-thousand hits after tapping a single off the Baltimore Orioles for a 6-3 win.",1897
April 22,", Wee Willie Keeler hit a single and double. This was game one of a forty-four consecutive game batting streak that went unmatched until Joe DiMaggio broke the record during the ""streak"" in 1941.",1897
