Date,Description,Year
August 30,"th, the Cleveland Indians completed an embarrassing eleven home-game sweep of the visiting Boston Red Sox. It was the first such sweep since the New York Yankees, led by ""Murderers Row"", had blanked the laughable St. Louis Browns back in 1927.",1954
May 4,"th, the Phillies and Cardinals set a Major League record (later broken) by using a staggering forty-two combined players during an eleven-inning, 14-10 Philly victory. Philadelphia used seven pitchers throughout the effort and the St. Louis topped them with eight men on the mound.",1954
April 13,", Hank Aaron made his Major League debut. The young outfielder went 0 for 5. Ten days later, on April 23, 1954, the future home run king went yard during his 7th career game against Cardinals' pitcher Vic Raschi.",1954
July 31,", Joe Adcock hit a bases empty home run during the second inning with Don Newcombe on the mound. During the 5th inning Adcock went deep versus Erv Palica. During the 7th inning Adcock went deep again - this time versus Pete Wojey AND in the 9th inning Adcock became a member of one the rarest hitting clubs when he went deep for a record tying 4 times — his final victim being Johnny Podres.",1954
