Date,Description,Year
August 11,"th, Joe Jackson of the Cleveland Indians became only the second American League player ever to steal home twice in a single game. Jackson first stole home in the first, then went on to thieve second, third and home in the seventh.",1912
April 12,", the legendary / future Hall of Fame Chicago Cubs infield trio Tinker-to-Evers-to-Chance played in their final regular season game together.",1912
