Date,Description,Year
August 30,"th Kent Tekulve, the side-arm reliever of the Philadelphia Phillies, pitched two innings for a 7-5 victory over the San Francisco Giants in his 1000th game. Only one other player in baseball history, Hoyt Wilhelm, had reached the one-thousand milestone to date.",1988
September 28,", Orel Hershiser pitched ten additional shutout innings to continue his scoreless streak to fifty-nine.",1988
August 9,", the Chicago Cubs played the New York Mets during the first ever Wrigley Field night game.",1988
