Date,Description,Year
May 25,"th, Detroit Tigers legend Ty Cobb scored his one-thousand seven-hundred forty-first run to pass another legend, Pittsburgh Pirate Honus Wagner. ""The Georgia Peach"" went on to hold ninety separate Major League records when he retired in 1928.",1923
April 7,"th, the longest National League opener (to date) took place with the Brooklyn Dodgers and Philadelphia Phillies battling head-to-head for a grueling, fourteen innings and a 5-5 tie.",1923
April 17,", the St. Louis Cardinals wore a uniform number that corresponded to the player's position in the batting order. The practice ended due to costs and the team did not wear numbers on a regular basis until the 1932 Cincinnati Reds took the field.",1923
September 17,", George Kelly of the New York Giants became the first player to hit three home runs in three consecutive at-bats.",1923
October 10,", the first World Series game was played in Yankee Stadium; however, the National League New York Giants won 5-to-4.",1923
