Year,Statistic,Name,Team,#
1943,Base on Balls,Augie Galan,Brooklyn,103
1943,Batting Average,Stan Musial,St. Louis,.357
1943,Doubles,Stan Musial,St. Louis,48
1943,Hits,Stan Musial,St. Louis,220
1943,Home Runs,Bill Nicholson,Chicago,29
1943,On Base Percentage,Stan Musial,St. Louis,.425
1943,RBI,Bill Nicholson,Chicago,128
1943,Runs,Arky Vaughan,Brooklyn,112
1943,Slugging Average,Stan Musial,St. Louis,.562
1943,Stolen Bases,Arky Vaughan,Brooklyn,20
1943,Total Bases,Stan Musial,St. Louis,347
1943,Triples,Stan Musial,St. Louis,20
1943,Statistic,Name(s),Team(s),#
