Year,Statistic,Name,Team,#
1888,Complete Games,Ed Morris,Pittsburgh,54
1888,ERA,Tim Keefe,New York,1.74
1888,Games,Ed Morris,Pittsburgh,55
1888,Saves,George Wood,Philadelphia,2
1888,Shutouts,Tim Keefe,New York,8
1888,Strikeouts,Tim Keefe,New York,335
1888,Winning Percentage,Tim Keefe,New York,.745
1888,Wins,Tim Keefe,New York,35
1888,Statistic,Name(s),Team(s),#
