Date,Description,Year
March 17,"th, the Brooklyn Dodgers played an exhibition game in Daytona Beach against their own Minor League farm team, the Montreal Royals. With Jackie Robinson in the line-up, it marked the first appearance of an integrated baseball team during the 20th century. As a fitting tribute, the field was later renamed Jackie Robinson Ballpark in honor of the man who broke through baseball's color barrier.",1946
May 20,"th, Chicago Cubs ace Claude Passeau made his first error since 1941 to end an all-time pitcher's fielding streak of two-hundred seventy-three consecutive errorless chances. Passeau was noted for playing with a special modified glove due to a deformed left hand that was disfigured by a childhood shooting accident.",1946
September 11,", the Cincinnati Reds and Brooklyn Dodgers played a 4:40 tie game — the longest tie game played to date and it was ended due to darkness.",1946
