Date,Description,Year
September 15,"th, the Washington Senators' Harry Harper and Walter Johnson tossed back-to-back shutouts (5-0, 4-0) during a double header against the Philadelphia Athletics.",1917
May 26,"th, St. Louis Cardinals slugger Walton Cruise became the first player ever to hit a ball out of Braves Park. His four-hundred two foot blast landed in the twenty-five cent stands in right field (known as the ""Jury Box""). Amazingly, the next ball hit out of the park also came off the bat of Cruise (1921) when he returned as a Boston Brave.",1917
September 3,", Grover Alexander pitched a 5-0 shutout versus the Brooklyn Robins. On that same date (Game 2) Alexander pitched another complete game and defeated the Robins 9-3. However, did you know that this was NOT the first time during his career where he pitched two complete game victories on the same day?",1917
