Date,Description,Year
May 17,", Al Spalding's baseball was officially adopted for Major League use because it was ""more lively"" than the early ""lemon peel ball"" still being used.",1877
July 13,", Cal McVey took the mound and started a game for Chicago. George Bradley, who started the previous day, finally received a well-earned rest as he had pitched the previous eighty-nine consecutive games.",1877
