Date,Description,Year
June 6,"th, the Kansas City Royals and Texas Rangers combined for eighteen-innings to tie a Major League mark by leaving forty-five stranded runners on base. The Royals also set an American League record with twenty-five of the ""castaways"" belonging to them.",1991
July 28,", Dennis Martinez shut down the Los Angeles Dodgers in a perfect game that was simply a masterpiece. However, did you know that the catcher was Ron Hassey who also caught Len Barker's perfect game?",1991
