Year,Statistic,Name,Team,#
1917,Complete Games,Grover Alexander,Philadelphia,34
1917,ERA,Fred Anderson,New York,1.44
1917,Games,Phil Douglas,Chicago,51
1917,Saves,Slim Sallee,New York,4
1917,Shutouts,Grover Alexander,Philadelphia,8
1917,Strikeouts,Grover Alexander,Philadelphia,200
1917,Winning Percentage,Ferdie Schupp,New York,.750
1917,Wins,Grover Alexander,Philadelphia,30
1917,Statistic,Name(s),Team(s),#
