Date,Description,Year
April 10,"th, President George Bush Sr. became the first U.S. president to throw out a first pitch on foreign soil after he was invited to the Toronto home opener by the Canadian Prime Minister Brian Mulroney. The Blue Jays later went on to beat the Texas Rangers (who were owned by a group led by George Bush Jr.) by a score of 2-1.",1990
April 20,", Pete Rose, the all-time hit king, plead guilty to two felony counts of filing false income tax returns.",1990
April 29,", Greg Maddux, who will win several Gold Glove Awards in the future, had a record seven putouts against the Los Angeles Dodgers.",1990
May 22,", Andre Dawson was intentionally walked a record five times during one game.",1990
