Year,Statistic,Name,Team,#
1889,Complete Games,John Clarkson,Boston,68
1889,ERA,John Clarkson,Boston,2.73
1889,Games,John Clarkson,Boston,73
1889,Saves,Bill Bishop,Chicago,2
1889,Shutouts,John Clarkson,Boston,8
1889,Strikeouts,John Clarkson,Boston,284
1889,Winning Percentage,John Clarkson,Boston,.721
1889,Wins,John Clarkson,Boston,49
1889,Statistic,Name(s),Team(s),#
