Year,Statistic,Name,Team,#
1986,Complete Games,Fernando Valenzuela,Los Angeles,20
1986,ERA,Mike Scott,Houston,2.22
1986,Games,Craig Lefferts,San Diego,83
1986,Saves,Todd Worrell,St. Louis,36
1986,Shutouts,Bob Knepper,Houston,5
1986,Strikeouts,Mike Scott,Houston,306
1986,Winning Percentage,Bob Ojeda,New York,.783
1986,Wins,Fernando Valenzuela,Los Angeles,21
1986,Statistic,Name(s),Team(s),#
