Year,Statistic,Name,Team,#
1929,Complete Games,Red Lucas,Cincinnati,28
1929,ERA,Bill Walker,New York,3.09
1929,Games,Guy Bush,Chicago,50
1929,Saves,Guy Bush,Chicago,8
1929,Shutouts,Pat Malone,Chicago,5
1929,Strikeouts,Pat Malone,Chicago,166
1929,Winning Percentage,Charlie Root,Chicago,.760
1929,Wins,Pat Malone,Chicago,22
1929,Statistic,Name(s),Team(s),#
