Date,Description,Year
April 18,"th, Mike Schmidt, of the Philadelphia Phillies, launched a three-run blast over the wall at Pittsburgh's Three Rivers Stadium for his 500th career home run. The historic shot put the All-Star third baseman in the company of just thirteen other players in Major League history.",1987
October 17,"th, the Minnesota Twins welcomed the St. Louis Cardinals to the Metrodome for the first World Series game ever played indoors. The home team dominated the visitors 10-1 in front of a capacity crowd of 55,171.",1987
August 10,", Kevin Gross was caught scuffing the ball with sandpaper while pitching and suspended for ten days.",1987
September 21,", Howard Johnson and Darryl Strawberry become the first teammates to both achieve 30 / 30 status.",1987
November 18,", Andre Dawson won the Most Valuable Player Award and became the first player on a last placed team (Cubs) to ever win the prestigious award.",1987
