Date,Description,Year
July 10,"th, Chuck Klein of the Philadelphia Phillies hit four home runs (in five at bats) during a ten inning game against the Pittsburgh Pirates at Forbes Field. At age thirty-six, Klein became the oldest player ever to hit four round trippers in a single game as well as first National League player in the twentieth century to do so.",1936
April 29,"th, the first professional baseball game in Japan was played as Nagoya defeated Daitokyo by a score of 8-5.",1936
July 10,", Chuck Klein of the Philadelphia Phillies became the fourth Major League player to hit four home runs during the same game.",1936
