Date,Description,Year
April 26,"th, Chicago Cubs outfielder Jack McCarthy tied a Major League record after starting three double plays to preserve a 2-1 victory over the Pittsburgh Pirates. Jackson Nelson had originally set the DP record in 1887.",1905
May 30,"th, both leagues posted record attendance figures for the Memorial Day holiday. Due to several doubleheaders, 80,963 attended eight American League games and 67,806 witnessed seven National League events.",1905
May 30,", which was Memorial Day, both leagues posted record marks for attendance. The National League lead the majors with an amazing 67,806 fans attending seven doubleheaders.",1905
June 13,", Mordecai Brown and Christy Mathewson each tossed eight innings of no-hit baseball. ""Three Finger"" lost his gem in the ninth, but ""Big Six"" took his the distance and recorded his second career no-hitter.",1905
September 14,", Johnny Evers and Joe Tinker had a serious fight on the playing field. The next day, Tinker said, ""Look Evers, if you and I talk to each other, we're only going to be fighting all the time so don't talk to me, and I won't talk to you. You play your position, and I'll play mine, and let it go at that."" Evers replied, ""Suits me."" and according to historians, the two did not speak to each other for thirty-three years.",1905
