Date,Description,Year
February 6,", George Herman ""Babe"" Ruth was born to George Ruth and Catherine Schamberger, in their home at 216 Emory Street, in Baltimore, Maryland.",1895
June 3,", Roger Connor hit his one-hundred twenty-second career home run. This historic shot tied Harry Stovey for the most home runs in Major League Baseball history! Twenty days later, June 23, 1895, Connor hit home run #123 and became the all-time home run king!",1895
