Date,Description,Year
July 19,", Juan Marichal of the San Francisco Giants made his Major League debut and pitched a one-hitter, twelve strikeout, 2-0 victory versus the Philadelphia Phillies. Did you know that the lone single was hit by Clay Dalrymple?",1960
August 18,", Lew Burdette of the Milwaukee Braves hit Tony Gonzalez of the Philadelphia Phillies during the fifth inning. Burdette went on to record a complete game, no-hit, no-walk, 1-0, victory.",1960
September 16,", Warren Spahn joined the twenty-wins club, for the eleventh time during his career, in style when he tossed a 4-0 no-hitter versus the Philadelphia Phillies.",1960
