Date,Description,Year
July 9,"th, the Oakland Athletics' Vida Blue tossed the longest shutout in American League history during a twenty inning, 1-0 triumph over the Anaheim Angels. The A's ace fanned seventeen batters in eleven innings while the Angels' Billy Cowan tied a Major League record by striking out six times. Both teams also combined to set a Major League record with forty-three K's.",1971
August 24,"th, Ernie Banks capped his legendary career with his 512th and final home run, launching a historic blast off Cincinnati Reds pitcher Jim McGlothlin during a thrilling 5-4 Cubs victory at Wrigley Field. The milestone shot propelled Banks past Mel Ott, securing an eighth-place tie with Eddie Mathews on baseball’s all-time home run leaderboard—a fitting final chapter for ""Mr. Cub.""",1971
September 29,", Ron Hunt of the Montreal Expos was hit by a pitch thrown by Milt Pappas of the Chicago Cubs. The hit was Hunt's fiftieth of the season and established a new Major League record.",1971
