Date,Description,Year
June 6,"th, Gene Stack of the Chicago White Sox became the first Major League draftee to die on active duty after suffering a heart attack following an Army ball game.",1942
June 19,"th, Boston Braves slugger Paul Waner joined Cap Anson and Honus Wagner as the only National League players to tally over three-thousand hits. The deciding mark came courtesy of visiting pitcher Rip Sewell of the Pittsburgh Pirates.",1942
March 18,"th, two black players Jackie Robinson and Nate Moreland requested a walk-on tryout with the Chicago White Sox during a spring training session in Pasadena. Manager Jimmie Dykes reluctantly allowed them to work out with the ball club, but dismissed both without an offer.",1942
