Date,Description,Year
August 4,"th, Joel Youngblood became the first Major League player to play for two different teams in two different cities on the same day. The New York Mets outfielder started the afternoon by going one-for-two off the Cubs' Fergie Jenkins at Wrigley Field. Following the contest he was traded to the Montreal Expos and flew to Philadelphia in time to enter the sixth inning of a night game at Veterans Stadium. The well-traveled outfielder then went one-for-one off Steve Carlton, another Hall of Fame inductee, in a 5-4 loss.",1982
May 25,", Cubs' pitcher Fergie Jenkins became the 7th member of the 3,000 Strikeouts Club when he fanned Garry Templeton of the Padres.",1982
July 19,", Tony Gwynn, one of baseball's MOST knowledgable hitters ever, made his Major League debut and true to his fame, had 2 hits.",1982
August 4,", Joel Youngblood hit a two-run single off Fergie Jenkins during the 3rd inning for the Mets in Chicago. Later that same evening he hit a single off Steve Carlton during the 5th inning for the Expos in Philadelphia. This chain-of-events made Youngblood the first player to hit safely in 2 different cities, for 2 different teams, on the same day.",1982
