Date,Description,Year
April 29,"th, the Pittsburgh Pirates became the last remaining major league city to play a home outing on a Sunday (beating the Cincinnati Reds 9-5) after the state's ""Blue Law"" (prohibiting games on Sundays) was repealed.",1934
July 10,", the second Midsummer Classic was played. Carl Hubbell performed the impossible when he struck out five consecutive hall of famers - Babe Ruth, Lou Gehrig, Jimmie Foxx, Al Simmons and Joe Cronin.",1934
September 13,", Commissioner Landis sold, for the first time, the broadcast rights to the 1934 World Series to Ford Motor Company for $100,000.",1934
