Year,Statistic,Name,Team,#
1915,Base on Balls,Gavvy Cravath,Philadelphia,86
1915,Batting Average,Larry Doyle,New York,.320
1915,Doubles,Larry Doyle,New York,40
1915,Hits,Larry Doyle,New York,189
1915,Home Runs,Gavvy Cravath,Philadelphia,24
1915,On Base Percentage,Gavvy Cravath,Philadelphia,.393
1915,RBI,Gavvy Cravath,Philadelphia,115
1915,Runs,Gavvy Cravath,Philadelphia,89
1915,Slugging Average,Gavvy Cravath,Philadelphia,.510
1915,Stolen Bases,Max Carey,Pittsburgh,36
1915,Total Bases,Gavvy Cravath,Philadelphia,266
1915,Triples,Tom Long,St. Louis,25
1915,Statistic,Name(s),Team(s),#
