Year,Statistic,Name,Team,#
1901,Complete Games,Noodles Hahn,Cincinnati,41
1901,ERA,Jesse Tannehill,Pittsburgh,2.18
1901,Games,Bill Donovan,Brooklyn,45
1901,Saves,Bill Donovan,Brooklyn,3
1901,Shutouts,Jack Chesbro,Pittsburgh,6
1901,Strikeouts,Noodles Hahn,Cincinnati,239
1901,Winning Percentage,Jack Chesbro,Pittsburgh,.677
1901,Wins,Bill Donovan,Brooklyn,25
1901,Statistic,Name(s),Team(s),#
