Date,Description,Year
May 1,", George Pinkney was spiked in a game versus Boston and had to leave the field. This ended his consecutive innings played record with more than five-thousand - a feat not matched until Cal Ripken, Jr. took the field during the 1980s.",1890
June 6,", Harry Wright ""watched"" his Philadelphia club from the dugout. He was suffering from temporary blindness yet managed his team, thus becoming the only blind manager in history.",1890
August 16,", Bill Phillips of Pittsburgh became the first pitcher to give up two grand slams, one to Tom Burns and one to Malachi Kittridge, during the same inning.",1890
