Date,Description,Year
May 7,"th, the Brooklyn Dodgers fell 18-2 after the St. Louis Cardinals totaled forty-nine bases on twenty hits. Thirteen knocks went for extra-bases and seven of them were home runs. The rally set a National League record for most extra bases on long hits with twenty-nine.",1940
May 7,the Brooklyn Dodgers were pounded by the St. Louis Cardinals 18-2. After the game they flew away (literally) from the park in an airplane and became the first team to travel together by an airliner.,1940
July 13,", Johnny Mize hit three home runs during the same game. On July 20, 1938, Johnny Mize hit three home runs during the same game. On May 13, 1940, Johnny Mize hit three home runs during the same game. On September 8, 1940, Johnny Mize hit three home runs during the same game and became the first player in Major League history with four career three home run games.",1940
