Date,Description,Year
September 14,", Todd Hundley hit a home run versus the Braves and broke Roy Campanella's home run record by a catcher with forty-one.",1996
September 17,", Hideo Nomo tossed a no hitter. Why was this significant? Because his no-no came in the hitter's paradise called Coors Field.",1996
November 6,", Todd Hollandsworth became a record setting fifth consecutive Los Angeles Dodger Rookie of the Year Award winner.",1996
